# f, o1, x1, o2, x2, o3, x3, o4, x4
4.4234e+01 1.0729e-15 0.0000e+00 1.2815e-01 2.5965e-02 1.0439e-05 3.3055e-06 3.0558e+01 3.0558e+01
4.4324e+01 1.0772e-15 0.0000e+00 1.2307e-01 2.4947e-02 1.0001e-05 3.1682e-06 3.0683e+01 3.0683e+01
4.4414e+01 1.0816e-15 0.0000e+00 1.1820e-01 2.3970e-02 9.5809e-06 3.0368e-06 3.0808e+01 3.0808e+01
4.4505e+01 1.0860e-15 0.0000e+00 1.1352e-01 2.3031e-02 9.1793e-06 2.9110e-06 3.0933e+01 3.0933e+01
4.4595e+01 1.0904e-15 0.0000e+00 1.0903e-01 2.2130e-02 8.7950e-06 2.7905e-06 3.1058e+01 3.1058e+01
4.4685e+01 1.0948e-15 0.0000e+00 1.0471e-01 2.1264e-02 8.4271e-06 2.6751e-06 3.1184e+01 3.1183e+01
4.4775e+01 1.0992e-15 0.0000e+00 1.0057e-01 2.0433e-02 8.0749e-06 2.5646e-06 3.1310e+01 3.1309e+01
4.4865e+01 0.0000e+00 0.0000e+00 9.6600e-02 1.9635e-02 7.7379e-06 2.4587e-06 3.1436e+01 3.1435e+01
4.4955e+01 0.0000e+00 0.0000e+00 9.2784e-02 1.8868e-02 7.4152e-06 2.3574e-06 3.1562e+01 3.1561e+01
4.5045e+01 0.0000e+00 0.0000e+00 8.9121e-02 1.8132e-02 7.1063e-06 2.2603e-06 3.1689e+01 3.1687e+01
4.5135e+01 0.0000e+00 0.0000e+00 8.5604e-02 1.7425e-02 6.8106e-06 2.1673e-06 3.1816e+01 3.1813e+01
4.5225e+01 0.0000e+00 0.0000e+00 8.2227e-02 1.6746e-02 6.5275e-06 2.0782e-06 3.1943e+01 3.1940e+01
4.5315e+01 0.0000e+00 0.0000e+00 7.8985e-02 1.6093e-02 6.2564e-06 1.9929e-06 3.2070e+01 3.2066e+01
4.5405e+01 0.0000e+00 0.0000e+00 7.5872e-02 1.5467e-02 5.9969e-06 1.9111e-06 3.2198e+01 3.2193e+01
4.5495e+01 0.0000e+00 0.0000e+00 7.2883e-02 1.4865e-02 5.7484e-06 1.8328e-06 3.2326e+01 3.2319e+01
4.5586e+01 0.0000e+00 0.0000e+00 7.0014e-02 1.4287e-02 5.5104e-06 1.7578e-06 3.2454e+01 3.2446e+01
4.5676e+01 0.0000e+00 0.0000e+00 6.7259e-02 1.3732e-02 5.2825e-06 1.6859e-06 3.2583e+01 3.2572e+01
4.5766e+01 0.0000e+00 0.0000e+00 6.4613e-02 1.3199e-02 5.0642e-06 1.6170e-06 3.2711e+01 3.2698e+01
4.5856e+01 0.0000e+00 0.0000e+00 6.2073e-02 1.2686e-02 4.8552e-06 1.5510e-06 3.2840e+01 3.2824e+01
4.5946e+01 0.0000e+00 0.0000e+00 5.9634e-02 1.2194e-02 4.6550e-06 1.4878e-06 3.2969e+01 3.2950e+01
4.6036e+01 0.0000e+00 0.0000e+00 5.7292e-02 1.1722e-02 4.4633e-06 1.4272e-06 3.3099e+01 3.3075e+01
4.6126e+01 0.0000e+00 0.0000e+00 5.5044e-02 1.1267e-02 4.2797e-06 1.3691e-06 3.3228e+01 3.3199e+01
4.6216e+01 0.0000e+00 0.0000e+00 5.2884e-02 1.0831e-02 4.1037e-06 1.3135e-06 3.3358e+01 3.3323e+01
4.6306e+01 0.0000e+00 0.0000e+00 5.0811e-02 1.0412e-02 3.9352e-06 1.2602e-06 3.3488e+01 3.3446e+01
4.6396e+01 0.0000e+00 0.0000e+00 4.8820e-02 1.0009e-02 3.7738e-06 1.2090e-06 3.3619e+01 3.3568e+01
4.6486e+01 0.0000e+00 0.0000e+00 4.6908e-02 9.6224e-03 3.6191e-06 1.1600e-06 3.3750e+01 3.3689e+01
4.6577e+01 0.0000e+00 0.0000e+00 4.5072e-02 9.2507e-03 3.4710e-06 1.1131e-06 3.3881e+01 3.3809e+01
4.6667e+01 0.0000e+00 0.0000e+00 4.3309e-02 8.8936e-03 3.3290e-06 1.0681e-06 3.4012e+01 3.3927e+01
4.6757e+01 0.0000e+00 0.0000e+00 4.1615e-02 8.5504e-03 3.1930e-06 1.0249e-06 3.4143e+01 3.4044e+01
4.6847e+01 0.0000e+00 0.0000e+00 3.9989e-02 8.2207e-03 3.0627e-06 9.8353e-07 3.4275e+01 3.4158e+01
4.6937e+01 0.0000e+00 0.0000e+00 3.8427e-02 7.9039e-03 2.9378e-06 9.4387e-07 3.4407e+01 3.4271e+01
4.7027e+01 0.0000e+00 0.0000e+00 3.6927e-02 7.5995e-03 2.8181e-06 9.0584e-07 3.4539e+01 3.4381e+01
4.7117e+01 0.0000e+00 0.0000e+00 3.5487e-02 7.3070e-03 2.7034e-06 8.6939e-07 3.4671e+01 3.4489e+01
4.7207e+01 0.0000e+00 0.0000e+00 3.4103e-02 7.0259e-03 2.5935e-06 8.3443e-07 3.4804e+01 3.4594e+01
4.7297e+01 0.0000e+00 0.0000e+00 3.2774e-02 6.7558e-03 2.4882e-06 8.0091e-07 3.4937e+01 3.4696e+01
4.7387e+01 0.0000e+00 0.0000e+00 3.1498e-02 6.4962e-03 2.3873e-06 7.6877e-07 3.5070e+01 3.4794e+01
4.7477e+01 0.0000e+00 0.0000e+00 3.0272e-02 6.2467e-03 2.2905e-06 7.3795e-07 3.5204e+01 3.4889e+01
4.7568e+01 0.0000e+00 0.0000e+00 2.9095e-02 6.0070e-03 2.1977e-06 7.0840e-07 3.5338e+01 3.4980e+01
4.7658e+01 0.0000e+00 0.0000e+00 2.7964e-02 5.7766e-03 2.1088e-06 6.8006e-07 3.5472e+01 3.5067e+01
4.7748e+01 0.0000e+00 0.0000e+00 2.6877e-02 5.5552e-03 2.0236e-06 6.5287e-07 3.5606e+01 3.5149e+01
4.7838e+01 0.0000e+00 0.0000e+00 2.5834e-02 5.3424e-03 1.9419e-06 6.2680e-07 3.5740e+01 3.5226e+01
4.7928e+01 0.0000e+00 0.0000e+00 2.4831e-02 5.1378e-03 1.8636e-06 6.0180e-07 3.5875e+01 3.5299e+01
4.8018e+01 0.0000e+00 0.0000e+00 2.3868e-02 4.9413e-03 1.7885e-06 5.7781e-07 3.6010e+01 3.5366e+01
4.8108e+01 0.0000e+00 0.0000e+00 2.2943e-02 4.7523e-03 1.7165e-06 5.5480e-07 3.6145e+01 3.5427e+01
4.8198e+01 0.0000e+00 0.0000e+00 2.2054e-02 4.5707e-03 1.6475e-06 5.3273e-07 3.6281e+01 3.5482e+01
4.8288e+01 0.0000e+00 0.0000e+00 2.1201e-02 4.3961e-03 1.5813e-06 5.1156e-07 3.6417e+01 3.5532e+01
4.8378e+01 0.0000e+00 0.0000e+00 2.0380e-02 4.2283e-03 1.5178e-06 4.9125e-07 3.6553e+01 3.5574e+01
4.8468e+01 0.0000e+00 0.0000e+00 1.9592e-02 4.0670e-03 1.4570e-06 4.7177e-07 3.6689e+01 3.5610e+01
4.8559e+01 0.0000e+00 0.0000e+00 1.8835e-02 3.9119e-03 1.3986e-06 4.5307e-07 3.6825e+01 3.5639e+01
4.8649e+01 0.0000e+00 0.0000e+00 1.8108e-02 3.7629e-03 1.3426e-06 4.3514e-07 3.6962e+01 3.5660e+01
4.8739e+01 0.0000e+00 0.0000e+00 1.7409e-02 3.6196e-03 1.2889e-06 4.1793e-07 3.7099e+01 3.5674e+01
4.8829e+01 0.0000e+00 0.0000e+00 1.6737e-02 3.4818e-03 1.2375e-06 4.0141e-07 3.7236e+01 3.5680e+01
4.8919e+01 0.0000e+00 0.0000e+00 1.6092e-02 3.3494e-03 1.1881e-06 3.8557e-07 3.7374e+01 3.5678e+01
4.9009e+01 0.0000e+00 0.0000e+00 1.5472e-02 3.2221e-03 1.1407e-06 3.7036e-07 3.7512e+01 3.5668e+01
4.9099e+01 0.0000e+00 0.0000e+00 1.4876e-02 3.0997e-03 1.0953e-06 3.5577e-07 3.7650e+01 3.5650e+01
4.9189e+01 0.0000e+00 0.0000e+00 1.4304e-02 2.9820e-03 1.0517e-06 3.4176e-07 3.7788e+01 3.5623e+01
4.9279e+01 0.0000e+00 0.0000e+00 1.3754e-02 2.8688e-03 1.0099e-06 3.2832e-07 3.7926e+01 3.5588e+01
4.9369e+01 0.0000e+00 0.0000e+00 1.3225e-02 2.7600e-03 9.6979e-07 3.1543e-07 3.8065e+01 3.5543e+01
4.9459e+01 0.0000e+00 0.0000e+00 1.2717e-02 2.6554e-03 9.3132e-07 3.0304e-07 3.8204e+01 3.5490e+01
4.9550e+01 0.0000e+00 0.0000e+00 1.2229e-02 2.5548e-03 8.9440e-07 2.9116e-07 3.8343e+01 3.5428e+01
4.9640e+01 0.0000e+00 0.0000e+00 1.1760e-02 2.4581e-03 8.5899e-07 2.7975e-07 3.8482e+01 3.5357e+01
4.9730e+01 0.0000e+00 0.0000e+00 1.1309e-02 2.3651e-03 8.2500e-07 2.6880e-07 3.8622e+01 3.5276e+01
4.9820e+01 0.0000e+00 0.0000e+00 1.0876e-02 2.2757e-03 7.9240e-07 2.5829e-07 3.8761e+01 3.5187e+01
4.9910e+01 0.0000e+00 0.0000e+00 1.0459e-02 2.1897e-03 7.6111e-07 2.4820e-07 3.8901e+01 3.5089e+01
5.0000e+01 0.0000e+00 0.0000e+00 1.0059e-02 2.1070e-03 7.3108e-07 2.3851e-07 3.9041e+01 3.4981e+01
5.0090e+01 0.0000e+00 0.0000e+00 9.6740e-03 2.0275e-03 7.0227e-07 2.2921e-07 3.9181e+01 3.4864e+01
5.0180e+01 0.0000e+00 0.0000e+00 9.3042e-03 1.9510e-03 6.7462e-07 2.2028e-07 3.9321e+01 3.4739e+01
5.0270e+01 0.0000e+00 0.0000e+00 8.9488e-03 1.8774e-03 6.4808e-07 2.1171e-07 3.9461e+01 3.4604e+01
5.0360e+01 0.0000e+00 0.0000e+00 8.6071e-03 1.8067e-03 6.2261e-07 2.0348e-07 3.9601e+01 3.4461e+01
5.0450e+01 0.0000e+00 0.0000e+00 8.2787e-03 1.7387e-03 5.9817e-07 1.9557e-07 3.9741e+01 3.4308e+01
5.0541e+01 0.0000e+00 0.0000e+00 7.9630e-03 1.6732e-03 5.7470e-07 1.8798e-07 3.9880e+01 3.4147e+01
5.0631e+01 0.0000e+00 0.0000e+00 7.6595e-03 1.6103e-03 5.5218e-07 1.8069e-07 4.0020e+01 3.3978e+01
5.0721e+01 0.0000e+00 0.0000e+00 7.3678e-03 1.5498e-03 5.3056e-07 1.7369e-07 4.0159e+01 3.3800e+01
5.0811e+01 0.0000e+00 0.0000e+00 7.0874e-03 1.4915e-03 5.0981e-07 1.6697e-07 4.0297e+01 3.3614e+01
5.0901e+01 0.0000e+00 0.0000e+00 6.8178e-03 1.4355e-03 4.8989e-07 1.6051e-07 4.0435e+01 3.3420e+01
5.0991e+01 0.0000e+00 0.0000e+00 6.5586e-03 1.3817e-03 4.7076e-07 1.5431e-07 4.0572e+01 3.3218e+01
5.1081e+01 0.0000e+00 0.0000e+00 6.3094e-03 1.3299e-03 4.5240e-07 1.4836e-07 4.0709e+01 3.3009e+01
5.1171e+01 0.0000e+00 0.0000e+00 6.0698e-03 1.2800e-03 4.3477e-07 1.4263e-07 4.0845e+01 3.2792e+01
5.1261e+01 0.0000e+00 0.0000e+00 5.8395e-03 1.2321e-03 4.1784e-07 1.3714e-07 4.0979e+01 3.2568e+01
5.1351e+01 0.0000e+00 0.0000e+00 5.6180e-03 1.1859e-03 4.0159e-07 1.3186e-07 4.1112e+01 3.2337e+01
5.1441e+01 0.0000e+00 0.0000e+00 5.4051e-03 1.1416e-03 3.8598e-07 1.2679e-07 4.1244e+01 3.2099e+01
5.1532e+01 0.0000e+00 0.0000e+00 5.2003e-03 1.0989e-03 3.7099e-07 1.2192e-07 4.1374e+01 3.1855e+01
5.1622e+01 0.0000e+00 0.0000e+00 5.0034e-03 1.0578e-03 3.5660e-07 1.1724e-07 4.1502e+01 3.1604e+01
5.1712e+01 0.0000e+00 0.0000e+00 4.8141e-03 1.0183e-03 3.4278e-07 1.1274e-07 4.1628e+01 3.1348e+01
5.1802e+01 0.0000e+00 0.0000e+00 4.6321e-03 9.8029e-04 3.2951e-07 1.0842e-07 4.1751e+01 3.1085e+01
5.1892e+01 0.0000e+00 0.0000e+00 4.4571e-03 9.4372e-04 3.1676e-07 1.0427e-07 4.1872e+01 3.0818e+01
5.1982e+01 0.0000e+00 0.0000e+00 4.2887e-03 9.0853e-04 3.0452e-07 1.0028e-07 4.1991e+01 3.0545e+01
5.2072e+01 0.0000e+00 0.0000e+00 4.1269e-03 8.7468e-04 2.9276e-07 9.6450e-08 4.2105e+01 3.0267e+01
5.2162e+01 0.0000e+00 0.0000e+00 3.9712e-03 8.4210e-04 2.8147e-07 9.2767e-08 4.2217e+01 2.9985e+01
5.2252e+01 0.0000e+00 0.0000e+00 3.8215e-03 8.1076e-04 2.7062e-07 8.9229e-08 4.2325e+01 2.9698e+01
5.2342e+01 0.0000e+00 0.0000e+00 3.6775e-03 7.8060e-04 2.6020e-07 8.5828e-08 4.2428e+01 2.9407e+01
5.2432e+01 0.0000e+00 0.0000e+00 3.5391e-03 7.5158e-04 2.5019e-07 8.2560e-08 4.2527e+01 2.9112e+01
5.2523e+01 0.0000e+00 0.0000e+00 3.4059e-03 7.2365e-04 2.4057e-07 7.9419e-08 4.2622e+01 2.8814e+01
5.2613e+01 0.0000e+00 0.0000e+00 3.2778e-03 6.9678e-04 2.3133e-07 7.6401e-08 4.2712e+01 2.8512e+01
5.2703e+01 0.0000e+00 0.0000e+00 3.1546e-03 6.7092e-04 2.2246e-07 7.3500e-08 4.2796e+01 2.8208e+01
5.2793e+01 0.0000e+00 0.0000e+00 3.0361e-03 6.4603e-04 2.1393e-07 7.0711e-08 4.2874e+01 2.7900e+01
5.2883e+01 0.0000e+00 0.0000e+00 2.9221e-03 6.2208e-04 2.0574e-07 6.8031e-08 4.2947e+01 2.7590e+01
5.2973e+01 0.0000e+00 0.0000e+00 2.8125e-03 5.9903e-04 1.9787e-07 6.5454e-08 4.3013e+01 2.7278e+01
5.3063e+01 0.0000e+00 0.0000e+00 2.7070e-03 5.7685e-04 1.9030e-07 6.2977e-08 4.3072e+01 2.6964e+01
5.3153e+01 0.0000e+00 0.0000e+00 2.6056e-03 5.5550e-04 1.8303e-07 6.0597e-08 4.3125e+01 2.6648e+01
5.3243e+01 0.0000e+00 0.0000e+00 2.5080e-03 5.3496e-04 1.7605e-07 5.8308e-08 4.3170e+01 2.6331e+01
5.3333e+01 0.0000e+00 0.0000e+00 2.4141e-03 5.1518e-04 1.6934e-07 5.6107e-08 4.3207e+01 2.6012e+01
5.3423e+01 0.0000e+00 0.0000e+00 2.3238e-03 4.9615e-04 1.6289e-07 5.3992e-08 4.3237e+01 2.5693e+01
5.3514e+01 0.0000e+00 0.0000e+00 2.2370e-03 4.7783e-04 1.5669e-07 5.1958e-08 4.3258e+01 2.5372e+01
5.3604e+01 0.0000e+00 0.0000e+00 2.1534e-03 4.6020e-04 1.5073e-07 5.0002e-08 4.3271e+01 2.5051e+01
5.3694e+01 0.0000e+00 0.0000e+00 2.0730e-03 4.4322e-04 1.4500e-07 4.8122e-08 4.3276e+01 2.4729e+01
5.3784e+01 0.0000e+00 0.0000e+00 1.9956e-03 4.2689e-04 1.3950e-07 4.6314e-08 4.3271e+01 2.4408e+01
5.3874e+01 0.0000e+00 0.0000e+00 1.9212e-03 4.1116e-04 1.3421e-07 4.4575e-08 4.3257e+01 2.4086e+01
5.3964e+01 0.0000e+00 0.0000e+00 1.8496e-03 3.9602e-04 1.2912e-07 4.2903e-08 4.3234e+01 2.3764e+01
5.4054e+01 0.0000e+00 0.0000e+00 1.7807e-03 3.8145e-04 1.2424e-07 4.1296e-08 4.3201e+01 2.3443e+01
5.4144e+01 0.0000e+00 0.0000e+00 1.7144e-03 3.6742e-04 1.1954e-07 3.9750e-08 4.3158e+01 2.3123e+01
5.4234e+01 0.0000e+00 0.0000e+00 1.6506e-03 3.5391e-04 1.1502e-07 3.8263e-08 4.3106e+01 2.2803e+01
5.4324e+01 0.0000e+00 0.0000e+00 1.5892e-03 3.4091e-04 1.1068e-07 3.6833e-08 4.3043e+01 2.2484e+01
5.4414e+01 0.0000e+00 0.0000e+00 1.5302e-03 3.2839e-04 1.0650e-07 3.5457e-08 4.2970e+01 2.2166e+01
5.4505e+01 0.0000e+00 0.0000e+00 1.4733e-03 3.1634e-04 1.0249e-07 3.4134e-08 4.2887e+01 2.1850e+01
5.4595e+01 0.0000e+00 0.0000e+00 1.4186e-03 3.0474e-04 9.8630e-08 3.2862e-08 4.2794e+01 2.1535e+01
5.4685e+01 0.0000e+00 0.0000e+00 1.3660e-03 2.9357e-04 9.4919e-08 3.1638e-08 4.2690e+01 2.1221e+01
5.4775e+01 0.0000e+00 0.0000e+00 1.3154e-03 2.8282e-04 9.1351e-08 3.0461e-08 4.2576e+01 2.0909e+01
5.4865e+01 0.0000e+00 0.0000e+00 1.2666e-03 2.7246e-04 8.7920e-08 2.9328e-08 4.2451e+01 2.0599e+01
5.4955e+01 0.0000e+00 0.0000e+00 1.2197e-03 2.6249e-04 8.4621e-08 2.8238e-08 4.2316e+01 2.0290e+01
5.5045e+01 0.0000e+00 0.0000e+00 1.1746e-03 2.5289e-04 8.1448e-08 2.7190e-08 4.2171e+01 1.9984e+01
5.5135e+01 0.0000e+00 0.0000e+00 1.1311e-03 2.4365e-04 7.8398e-08 2.6182e-08 4.2015e+01 1.9679e+01
5.5225e+01 0.0000e+00 0.0000e+00 1.0893e-03 2.3475e-04 7.5463e-08 2.5212e-08 4.1849e+01 1.9377e+01
5.5315e+01 0.0000e+00 0.0000e+00 1.0490e-03 2.2618e-04 7.2642e-08 2.4279e-08 4.1673e+01 1.9078e+01
5.5405e+01 0.0000e+00 0.0000e+00 1.0103e-03 2.1793e-04 6.9928e-08 2.3380e-08 4.1487e+01 1.8780e+01
5.5495e+01 0.0000e+00 0.0000e+00 9.7303e-04 2.0998e-04 6.7317e-08 2.2516e-08 4.1292e+01 1.8486e+01
5.5586e+01 0.0000e+00 0.0000e+00 9.3714e-04 2.0232e-04 6.4807e-08 2.1685e-08 4.1086e+01 1.8193e+01
5.5676e+01 0.0000e+00 0.0000e+00 9.0259e-04 1.9495e-04 6.2392e-08 2.0885e-08 4.0871e+01 1.7904e+01
5.5766e+01 0.0000e+00 0.0000e+00 8.6934e-04 1.8786e-04 6.0069e-08 2.0115e-08 4.0647e+01 1.7617e+01
5.5856e+01 0.0000e+00 0.0000e+00 8.3733e-04 1.8102e-04 5.7834e-08 1.9374e-08 4.0413e+01 1.7333e+01
5.5946e+01 0.0000e+00 0.0000e+00 8.0652e-04 1.7444e-04 5.5685e-08 1.8661e-08 4.0170e+01 1.7051e+01
5.6036e+01 0.0000e+00 0.0000e+00 7.7686e-04 1.6810e-04 5.3617e-08 1.7975e-08 3.9919e+01 1.6773e+01
5.6126e+01 0.0000e+00 0.0000e+00 7.4830e-04 1.6199e-04 5.1628e-08 1.7315e-08 3.9659e+01 1.6497e+01
5.6216e+01 0.0000e+00 0.0000e+00 7.2082e-04 1.5611e-04 4.9714e-08 1.6679e-08 3.9391e+01 1.6225e+01
5.6306e+01 0.0000e+00 0.0000e+00 6.9435e-04 1.5044e-04 4.7872e-08 1.6067e-08 3.9115e+01 1.5955e+01
5.6396e+01 0.0000e+00 0.0000e+00 6.6887e-04 1.4499e-04 4.6100e-08 1.5479e-08 3.8831e+01 1.5689e+01
5.6486e+01 0.0000e+00 0.0000e+00 6.4435e-04 1.3973e-04 4.4396e-08 1.4912e-08 3.8540e+01 1.5425e+01
5.6577e+01 0.0000e+00 0.0000e+00 6.2073e-04 1.3467e-04 4.2756e-08 1.4366e-08 3.8242e+01 1.5165e+01
5.6667e+01 0.0000e+00 0.0000e+00 5.9799e-04 1.2979e-04 4.1177e-08 1.3841e-08 3.7936e+01 1.4908e+01
5.6757e+01 0.0000e+00 0.0000e+00 5.7610e-04 1.2510e-04 3.9659e-08 1.3336e-08 3.7624e+01 1.4654e+01
5.6847e+01 0.0000e+00 0.0000e+00 5.5502e-04 1.2057e-04 3.8197e-08 1.2849e-08 3.7306e+01 1.4404e+01
5.6937e+01 0.0000e+00 0.0000e+00 5.3473e-04 1.1621e-04 3.6791e-08 1.2381e-08 3.6982e+01 1.4156e+01
5.7027e+01 0.0000e+00 0.0000e+00 5.1519e-04 1.1201e-04 3.5437e-08 1.1930e-08 3.6652e+01 1.3912e+01
5.7117e+01 0.0000e+00 0.0000e+00 4.9637e-04 1.0797e-04 3.4135e-08 1.1495e-08 3.6317e+01 1.3671e+01
5.7207e+01 0.0000e+00 0.0000e+00 4.7825e-04 1.0407e-04 3.2881e-08 1.1077e-08 3.5977e+01 1.3433e+01
5.7297e+01 0.0000e+00 0.0000e+00 4.6080e-04 1.0032e-04 3.1674e-08 1.0675e-08 3.5631e+01 1.3198e+01
5.7387e+01 0.0000e+00 0.0000e+00 4.4400e-04 9.6702e-05 3.0513e-08 1.0287e-08 3.5282e+01 1.2967e+01
5.7477e+01 0.0000e+00 0.0000e+00 4.2782e-04 9.3218e-05 2.9395e-08 9.9140e-09 3.4928e+01 1.2738e+01
5.7568e+01 0.0000e+00 0.0000e+00 4.1224e-04 8.9861e-05 2.8319e-08 9.5546e-09 3.4571e+01 1.2513e+01
5.7658e+01 0.0000e+00 0.0000e+00 3.9723e-04 8.6627e-05 2.7284e-08 9.2086e-09 3.4209e+01 1.2291e+01
5.7748e+01 0.0000e+00 0.0000e+00 3.8278e-04 8.3511e-05 2.6287e-08 8.8753e-09 3.3845e+01 1.2073e+01
5.7838e+01 0.0000e+00 0.0000e+00 3.6886e-04 8.0508e-05 2.5327e-08 8.5544e-09 3.3478e+01 1.1858e+01
5.7928e+01 0.0000e+00 0.0000e+00 3.5546e-04 7.7616e-05 2.4403e-08 8.2454e-09 3.3108e+01 1.1645e+01
5.8018e+01 0.0000e+00 0.0000e+00 3.4255e-04 7.4828e-05 2.3513e-08 7.9477e-09 3.2735e+01 1.1436e+01
5.8108e+01 0.0000e+00 0.0000e+00 3.3011e-04 7.2142e-05 2.2657e-08 7.6611e-09 3.2361e+01 1.1230e+01
5.8198e+01 0.0000e+00 0.0000e+00 3.1814e-04 6.9554e-05 2.1832e-08 7.3850e-09 3.1984e+01 1.1028e+01
5.8288e+01 0.0000e+00 0.0000e+00 3.0660e-04 6.7060e-05 2.1039e-08 7.1190e-09 3.1606e+01 1.0828e+01
5.8378e+01 0.0000e+00 0.0000e+00 2.9549e-04 6.4657e-05 2.0274e-08 6.8629e-09 3.1227e+01 1.0631e+01
5.8468e+01 0.0000e+00 0.0000e+00 2.8479e-04 6.2341e-05 1.9538e-08 6.6162e-09 3.0846e+01 1.0438e+01
5.8559e+01 0.0000e+00 0.0000e+00 2.7448e-04 6.0110e-05 1.8830e-08 6.3785e-09 3.0465e+01 1.0247e+01
5.8649e+01 0.0000e+00 0.0000e+00 2.6455e-04 5.7959e-05 1.8147e-08 6.1496e-09 3.0084e+01 1.0060e+01
5.8739e+01 0.0000e+00 0.0000e+00 2.5499e-04 5.5887e-05 1.7490e-08 5.9290e-09 2.9702e+01 9.8756e+00
5.8829e+01 0.0000e+00 0.0000e+00 2.4577e-04 5.3889e-05 1.6857e-08 5.7166e-09 2.9319e+01 9.6942e+00
5.8919e+01 0.0000e+00 0.0000e+00 2.3690e-04 5.1964e-05 1.6248e-08 5.5119e-09 2.8938e+01 9.5157e+00
5.9009e+01 0.0000e+00 0.0000e+00 2.2835e-04 5.0109e-05 1.5661e-08 5.3147e-09 2.8556e+01 9.3401e+00
5.9099e+01 0.0000e+00 0.0000e+00 2.2011e-04 4.8321e-05 1.5096e-08 5.1247e-09 2.8175e+01 9.1674e+00
5.9189e+01 0.0000e+00 0.0000e+00 2.1217e-04 4.6598e-05 1.4552e-08 4.9417e-09 2.7794e+01 8.9975e+00
5.9279e+01 0.0000e+00 0.0000e+00 2.0453e-04 4.4937e-05 1.4027e-08 4.7654e-09 2.7415e+01 8.8305e+00
5.9369e+01 0.0000e+00 0.0000e+00 1.9716e-04 4.3336e-05 1.3522e-08 4.5954e-09 2.7037e+01 8.6663e+00
5.9459e+01 0.0000e+00 0.0000e+00 1.9006e-04 4.1793e-05 1.3036e-08 4.4317e-09 2.6660e+01 8.5049e+00
5.9550e+01 0.0000e+00 0.0000e+00 1.8323e-04 4.0306e-05 1.2567e-08 4.2739e-09 2.6285e+01 8.3462e+00
5.9640e+01 0.0000e+00 0.0000e+00 1.7664e-04 3.8872e-05 1.2116e-08 4.1219e-09 2.5911e+01 8.1901e+00
5.9730e+01 0.0000e+00 0.0000e+00 1.7029e-04 3.7490e-05 1.1681e-08 3.9754e-09 2.5539e+01 8.0368e+00
5.9820e+01 0.0000e+00 0.0000e+00 1.6417e-04 3.6158e-05 1.1262e-08 3.8342e-09 2.5169e+01 7.8861e+00
5.9910e+01 0.0000e+00 0.0000e+00 1.5828e-04 3.4874e-05 1.0859e-08 3.6981e-09 2.4801e+01 7.7380e+00
6.0000e+01 0.0000e+00 0.0000e+00 1.5260e-04 3.3637e-05 1.0470e-08 3.5670e-09 2.4435e+01 7.5925e+00
6.0090e+01 0.0000e+00 0.0000e+00 1.4713e-04 3.2443e-05 1.0096e-08 3.4406e-09 2.4072e+01 7.4495e+00
6.0180e+01 0.0000e+00 0.0000e+00 1.4186e-04 3.1293e-05 9.7347e-09 3.3188e-09 2.3711e+01 7.3090e+00
6.0270e+01 0.0000e+00 0.0000e+00 1.3678e-04 3.0184e-05 9.3871e-09 3.2014e-09 2.3353e+01 7.1710e+00
6.0360e+01 0.0000e+00 0.0000e+00 1.3188e-04 2.9115e-05 9.0521e-09 3.0883e-09 2.2998e+01 7.0354e+00
6.0450e+01 0.0000e+00 0.0000e+00 1.2716e-04 2.8085e-05 8.7294e-09 2.9792e-09 2.2645e+01 6.9023e+00
6.0541e+01 0.0000e+00 0.0000e+00 1.2261e-04 2.7091e-05 8.4184e-09 2.8741e-09 2.2295e+01 6.7715e+00
6.0631e+01 0.0000e+00 0.0000e+00 1.1823e-04 2.6133e-05 8.1187e-09 2.7727e-09 2.1949e+01 6.6430e+00
6.0721e+01 0.0000e+00 0.0000e+00 1.1401e-04 2.5209e-05 7.8300e-09 2.6750e-09 2.1605e+01 6.5168e+00
6.0811e+01 0.0000e+00 0.0000e+00 1.0994e-04 2.4319e-05 7.5517e-09 2.5808e-09 2.1264e+01 6.3929e+00
6.0901e+01 0.0000e+00 0.0000e+00 1.0602e-04 2.3460e-05 7.2835e-09 2.4901e-09 2.0927e+01 6.2713e+00
6.0991e+01 0.0000e+00 0.0000e+00 1.0224e-04 2.2632e-05 7.0251e-09 2.4025e-09 2.0593e+01 6.1518e+00
6.1081e+01 0.0000e+00 0.0000e+00 9.8591e-05 2.1834e-05 6.7760e-09 2.3182e-09 2.0263e+01 6.0346e+00
6.1171e+01 0.0000e+00 0.0000e+00 9.5079e-05 2.1065e-05 6.5360e-09 2.2368e-09 1.9935e+01 5.9194e+00
6.1261e+01 0.0000e+00 0.0000e+00 9.1694e-05 2.0322e-05 6.3046e-09 2.1584e-09 1.9612e+01 5.8064e+00
6.1351e+01 0.0000e+00 0.0000e+00 8.8431e-05 1.9607e-05 6.0816e-09 2.0827e-09 1.9292e+01 5.6954e+00
6.1441e+01 0.0000e+00 0.0000e+00 8.5286e-05 1.8917e-05 5.8667e-09 2.0098e-09 1.8975e+01 5.5865e+00
6.1532e+01 0.0000e+00 0.0000e+00 8.2255e-05 1.8251e-05 5.6595e-09 1.9395e-09 1.8662e+01 5.4795e+00
6.1622e+01 0.0000e+00 0.0000e+00 7.9332e-05 1.7610e-05 5.4598e-09 1.8717e-09 1.8353e+01 5.3746e+00
